,index,v_level,gamma_level,s_level,tau_level,v_gen,v_gen_actual,gamma_gen,gamma_gen_actual,s_gen,s_gen_actual,tau_gen,tau_gen_actual,v_rec,v_rec_hpd_lower,v_rec_hpd_upper,gamma_rec,gamma_rec_hpd_lower,gamma_rec_hpd_upper,s_rec,s_rec_hpd_lower,s_rec_hpd_upper,tau_rec,tau_rec_hpd_lower,tau_rec_hpd_upper,converged
67,67,high,medium,medium,medium,0.00013700000000000002,0.00013402577179088033,0.0,-0.03112877231380492,0.0095,0.009199497555632569,0.675,0.6646162905794643,0.0001354957629766367,0.00012954965530114298,0.00014240101279021573,-0.008424495300330733,-0.11410211856010301,0.11987997012203165,0.009188545063961984,0.008633821915376847,0.00972761346967071,0.6965697845702744,0.5920016411884728,0.8056427598855145,True
68,68,high,medium,medium,high,0.00013700000000000002,0.00013879530152904806,0.0,0.049276353799197266,0.0095,0.009584382808708698,1.135,1.2157862545567997,0.00013913181014610495,0.00013380727209110345,0.0001448801974869663,0.04330569541177921,-0.03525561364414287,0.11614930011308823,0.009721090116844562,0.009122728017902754,0.010288796856552956,1.2583222295197265,1.0880366508273784,1.4581872555877111,True
69,69,high,medium,high,low,0.00013700000000000002,0.00013579447786824168,0.0,-0.03505812195549955,0.0123,0.01188715100980458,0.215,0.22484239952648505,0.00013647134708129528,0.00013111009407768402,0.00014184466624603818,-0.09203975157542377,-0.25127139255821085,0.05906095600419015,0.011901627942103563,0.011049424800632595,0.012799675498195622,0.2070035521937033,0.08976918341197665,0.3278279928669319,True
70,70,high,medium,high,medium,0.00013700000000000002,0.00013446457823973568,0.0,0.06649027742425095,0.0123,0.011837492749594754,0.675,0.6781451062388195,0.0001309381031462044,0.00012441183601819507,0.0001366978300393848,0.07037481547394991,-0.022350433607229547,0.16120444072154427,0.01168417126948028,0.010939202655562379,0.012479171357931355,0.7006782094612798,0.5752395585699235,0.8437731680071265,True
71,71,high,medium,high,high,0.00013700000000000002,0.00013470103893076967,0.0,-0.008734868483419839,0.0123,0.012459236815874577,1.135,1.224058790825484,0.00013501764859554608,0.00012946900176148847,0.00014111111438991364,-0.03274871369062245,-0.10623133172475184,0.03655145062691823,0.012645927988377584,0.011967700781192107,0.013319777871272255,1.169451193253174,0.9843688586751592,1.3463343335167801,True
72,72,high,high,low,low,0.00013700000000000002,0.000137365559735321,0.7,0.6920931564859789,0.0067,0.006899686888641758,0.215,0.1612240989544836,0.00014035783851695327,0.00013376522225126656,0.00014674078645783665,0.836668329219351,0.6733738498380344,0.9999273693108676,0.00658429257204795,0.006115750617265142,0.0071383449916706905,0.11819018159673507,0.0394767994982664,0.1879055929922036,False
73,73,high,high,low,medium,0.00013700000000000002,0.00013805755985195708,0.7,0.6973455863113933,0.0067,0.006762063505987585,0.675,0.6617458369735484,0.0001404506815362401,0.00013374084566551066,0.0001469923456421722,0.6900187054665861,0.5868020394961153,0.7829762184374651,0.00653186151729423,0.005978783051080815,0.0070758614993363545,0.6474341892973644,0.5292053251193358,0.7687117756343929,True
74,74,high,high,low,high,0.00013700000000000002,0.00013951832548420945,0.7,0.7029722117707621,0.0067,0.006755627451952378,1.135,1.1507884537208253,0.0001412532548963873,0.00013679244760782204,0.00014563838689380027,0.7252587903247794,0.6154803032055298,0.8245634758431173,0.006550284869364377,0.005876921094658469,0.007243359203868445,1.1121727291961665,0.9610718709129134,1.2729385481925042,True
75,75,high,high,medium,low,0.00013700000000000002,0.00013849529399968206,0.7,0.6490077875404255,0.0095,0.00983832511763975,0.215,0.24574881176293034,0.00013651135167943999,0.00013147012202514242,0.0001418254455569487,0.7278780931853087,0.523854233508029,0.9911666044186659,0.010074841694494395,0.009416611414161443,0.010760156801572421,0.16974181924526016,0.0035830250698548507,0.3066283984597484,True
76,76,high,high,medium,medium,0.00013700000000000002,0.00013883415255355858,0.7,0.6843114608224933,0.0095,0.009676929614176663,0.675,0.6610846790012135,0.00013574126997726687,0.00013128178353230064,0.0001404568608005421,0.6773483387409189,0.5663446824615335,0.789618390978152,0.010009221557424838,0.009458449626069568,0.010577122417093745,0.7817811170720912,0.6082901887229115,0.9536655537924604,True
77,77,high,high,medium,high,0.00013700000000000002,0.00013577099849751317,0.7,0.6868469890430989,0.0095,0.009093718148739436,1.135,1.1962390285099225,0.00013476677041575702,0.00012791445812661056,0.00014153346592597527,0.6628158794356452,0.5866674973536998,0.7538452591597551,0.00909149051837187,0.008498229829714059,0.009763924052737686,1.328851540879616,1.1225957716320372,1.528030059503502,True
78,78,high,high,high,low,0.00013700000000000002,0.0001397489224643395,0.7,0.7570288344559402,0.0123,0.012253741612651536,0.215,0.2387673144584301,0.00013872921956462376,0.00013206386894819286,0.00014519402710132966,0.7480974380253691,0.5638479642127656,0.986252423546958,0.012196537793654243,0.011599919444616424,0.012825298682821716,0.22846968363483905,0.07651119402816234,0.395863931613752,True
79,79,high,high,high,medium,0.00013700000000000002,0.00013610962922671008,0.7,0.7676035248987116,0.0123,0.012345104820114793,0.675,0.7412021801980839,0.0001363665732539285,0.0001281959428991594,0.00014430061682948122,0.7947091384955778,0.6752376069352852,0.9144373742851252,0.01236543288327269,0.011793808056087316,0.012919381812329378,0.7340803388715698,0.5784165425067734,0.91555905558803,True
80,80,high,high,high,high,0.00013700000000000002,0.0001352431640813127,0.7,0.7622157171223567,0.0123,0.012552063869249036,1.135,1.1541582446279253,0.0001369355482904025,0.00013026929962090835,0.0001438713653258196,0.8021308524698606,0.6755807744563693,0.95705552212252,0.012226041709810924,0.011310790061839972,0.013161516623056506,1.2147550375216605,0.9582981147940072,1.4852578454069016,True
